,longitude,latitude,name,park_type,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
6573,-122.716,39.309,Spillway - Letts Lake,NF,nan,nan,9,4518.0,NR,CA,10.2,SW,Stonyford
6574,-119.542,37.302,Spring Cove,NF,mid may-mid sep,nan,65,3491.0,NH DP 30ft FT DW NS RS,CA,6.2,E,Oakhurst
6575,-120.178,39.896,Spring Creek,NF,mid may-late aug,nan,35,5673.0,NH ND 55ft VT DW NS RS PA,CA,7.1,N,Chilcoot
6577,-118.39,34.61,Spunky,NF,nan,nan,10,3268.0,NH ND VT NW NS NR L$,CA,17.4,NE,Santa Clarita
6580,-120.046,38.422,Stanislaus River,NF,nan,nan,25,6230.0,NH ND 35ft VT DW NS NR L$,CA,20.1,NE,Arnold
6582,-122.915,40.677,Steel Bridge,BLM,nan,nan,9,1736.0,NH ND 20ft PT NW NS NR,CA,2.3,NE,Douglas City
6583,-122.954,40.655,Steiner Flat,BLM,nan,nan,8,1594.0,NH ND VT NW NS NR N$,CA,0.6,W,Douglas City
6587,-122.712,39.31,Stirrup - Letts Lake,NF,nan,nan,28,4413.0,NR,CA,10.0,SW,Stonyford
6588,-116.747,33.785,Stone Creek - San Jacinto Mountain State Park,SP,all year,nan,nan,5935.0,NH ND 24ft VT DW NS RS,CA,3.3,NW,Idyllwild
6589,-120.544,38.732,Stonebraker  - Sly Park Recreation Area,CP,nan,nan,nan,3675.0,NH ND VT DW NS RS,CA,3.1,SE,Pollock Pines
6590,-122.858,40.848,Stoney Point,NF,nan,nan,23,2369.0,NH ND FT DW NS NR,CA,9.2,NE,Weaverville
6591,-118.834,36.664,Stony Creek,NF,mid may-mid sep,nan,49,6519.0,NH ND 22ft FT DW NS RS,CA,8.4,SE,Wilsonia
6596,-120.338,38.828,Strawberry Point,NF,mid may-mid oct,nan,10,5489.0,NH ND 35ft VT NW NS NR,CA,25.7,E,Placerville
6597,-118.432,34.55,Streamside,NF,nan,nan,9,2362.0,NH ND VT NW NS NR L$,CA,12.6,NE,Santa Clarita
6598,-120.591,38.904,Stumpy Meadows,NF,mid apr-mid oct,nan,40,4465.0,NH ND 35ft VT DW NS RS,CA,13.3,E,Georgetown
6599,-120.241,38.547,Sugar Pine Point,NF,nan,nan,8,6200.0,NH VT NW NR,CA,19.6,NE,Pioneer
6600,-120.146,39.041,Sugar Pine Point State Park,SP,mid may-late dec,nan,175,6499.0,NH DP 32ft FT DW SH RS,CA,2.1,SW,Tahoma
6601,-122.776,39.885,Sugarfoot,NF,mid may-mid nov,dispersed,5,3789.0,NH ND VT NW NS NR N$,CA,35.0,SW,Red Bluff
6604,-119.634,37.492,Summerdale,NF,mid may-late sep,nan,30,4980.0,NH ND 40ft VT DW NS RS,CA,11.4,N,Oakhurst
6605,-119.199,37.082,Summit,NF,nan,no rvs,5,7093.0,NH ND NS NR N$,CA,30.1,SE,Oakhurst
6606,-119.693,37.508,Summit Camp,NF,nan,nan,10,5597.0,VT NW NR,CA,12.7,N,Oakhurst
6607,-121.425,40.494,Summit Lake (north and south) - Lassen Volcanic National Park,NP,early jul-mid sep,nan,90,6716.0,NH ND FTVT DW NS RS PA,CA,13.4,E,Viola
6608,-121.202,39.901,Sundew,NF,nan,nan,19,5299.0,NH ND 22ft VT DW NS NR,CA,13.7,W,Quincy
6610,-120.403,38.868,Sunset,NF,early jun-late aug,nan,139,4984.0,NH ND 35ft VT DW SH RS,CA,12.3,NE,Pollock Pines
6612,-122.939,39.439,Sunset Point  - Lake Pillsbury,NF,nan,nan,54,1942.0,NH ND 40ft VT DW NS NR,CA,19.0,N,Upper Lake
6615,-119.278,37.094,Swanson,NF,nan,nan,9,5755.0,NH ND 40ft VT NW NS NR,CA,2.3,E,Shaver Lake
6616,-119.352,37.365,Sweetwater,NF,mid may-late sep,nan,10,3904.0,NH ND 16ft VT NW NS RS,CA,12.7,NE,North Fork
6617,-120.002,37.824,Sweetwater,NF,nan,nan,12,3064.0,NH ND 22ft VT DW NS NR,CA,12.5,E,Groveland
6620,-117.823,34.413,Sycamore Flats,NF,nan,nan,12,4478.0,NH ND 18ft VT DW NS NR L$,CA,11.4,W,Wrightwood
6622,-118.254,36.754,Symmes Creek,BLM,nan,unknown facil,nan,5138.0,NH ND NS NR,CA,4.5,SW,Independence
6623,-117.69,34.381,Table Mountain,NF,mid may-late oct,nan,111,7218.0,NH ND 50ft VT DW NS RS PA,CA,3.5,NW,Wrightwood
6624,-118.255,36.997,Taboose Creek County Park,CP,nan,nan,56,3923.0,NH ND NS L$,CA,13.8,N,Independence
6625,-120.135,39.175,Tahoe State Rec Area,SRA,mid may-late dec,nan,27,6270.0,NH ND 21ft FT DW SH RS,CA,0.7,NE,Tahoe City
6626,-120.373,39.188,Talbot,NF,nan,nan,12,5623.0,VT NW NR,CA,14.0,SW,Truckee
6629,-122.845,40.835,Tannery Gulch,NF,early may-late sep,nan,86,2497.0,NH ND 40ft FT DW NS RS,CA,8.8,NE,Weaverville
6631,-118.733,37.831,Taylor Canyon,NF,nan,nan,6,7379.0,NR,CA,14.0,W,Benton
6632,-120.829,40.075,Taylorsville County Park,CP,nan,nan,200,3540.0,E DP FT DW SH,CA,0.6,E,Taylorsville
6634,-118.484,35.071,Tehachapi Mountain Park,CP,nan,nan,61,5682.0,NH ND DW SH,CA,4.7,SW,Tehachapi
6635,-118.892,36.754,Tenmile,NF,nan,nan,13,5879.0,NH ND 22ft VT NW NS NR,CA,12.7,E,Dunlap
6637,-120.093,37.819,The Pines,NF,nan,nan,11,3314.0,NH ND 22ft VT DW NS NR,CA,7.7,E,Groveland
6641,-122.79,39.921,Three Prong,NF,mid may-mid dec,nan,6,6030.0,NH ND VT NW NS NR N$,CA,13.2,W,Paskenta
6642,-118.456,35.701,Tillie Creek,NF,all year,nan,159,2641.0,NH DP 30ft FT DW SH RS,CA,0.4,S,Wofford Heights
6643,-118.269,37.052,Tinnemaha,CP,nan,nan,47,4331.0,NH ND VT NW NS L$,CA,7.9,S,Big Pine
6644,-119.255,37.928,Tioga Lake,NF,nan,nan,13,9682.0,NH ND 16ft VT NW NS NR,CA,7.7,W,Lee Vining
6646,-122.498,41.283,Toad Lake,NF,nan,nan,6,6936.0,VT NW NR,CA,18.0,SW,Mt.Shasta
6647,-119.228,34.861,Toad Springs,NF,nan,nan,5,5679.0,NH ND 16ft VT NW NS NR,CA,16.8,SE,Maricopa
6648,-124.058,40.083,Tolkan,BLM,nan,nan,5,1890.0,NH ND 25ft VT NW NS NR L$,CA,5.0,SW,Etterburg
6650,-116.66,33.612,Tool Box Spring,NF,nan,nan,6,6125.0,NH ND VT NW NS NR,CA,7.4,SE,Mountain Center
6652,-122.972,41.229,Trail Creek,NF,nan,nan,12,4810.0,NH ND 45ft VT DW NS NR,CA,16.2,S,Etna
6653,-118.984,37.1,Trapper Springs,nan,nan,nan,nan,8399.0,NH ND 35ft VT DW NS,CA,44.0,NE,Clovis
6655,-122.659,41.831,Tree Of Heaven,NF,mid may-late dec,nan,36,2051.0,NH ND 35ft VT DW NS RS,CA,6.7,N,Yreka
6656,-118.289,37.173,Triangle Rest Area,CP,nan,nan,30,3956.0,NH ND NS,CA,0.6,N,Big Pine
6658,-122.705,41.109,Trinity River,NF,nan,nan,7,2608.0,NH ND 35ft VT NW NS NR,CA,8.7,N,Trinity Center
6660,-117.37,35.619,Trona Pinnacles,BLM,nan,open desert - vault toilet - maybe no tables,nan,1759.0,NH ND VT NW NS NR,CA,9.9,S,Trona
6661,-123.064,39.377,Trout Creek,UTIL,nan,nan,17,1618.0,NH ND VT DW NS PA,CA,4.6,NE,Potter Valley
6663,-118.235,36.067,Troy Meadow,NF,nan,nan,73,7808.0,NH ND 24ft VT DW NS NR,CA,37.4,NW,Inyokern
6664,-119.257,38.052,Trumbull Lake,NF,early jul-mid sep,nan,59,9862.0,NH ND 45ft VT DW NS RS,CA,14.2,S,Bridgeport
6665,-118.668,37.562,Tuff,NF,early may-late oct,nan,34,6972.0,NH ND 40ft FT DW NS RS,CA,20.3,NW,Bishop
6667,-121.481,41.951,Tulelake - Butte Valley Fair RV Park,CP,nan,nan,nan,4029.0,nan,CA,0.4,SW,Tulelake
6668,-122.779,40.774,Tunnel Rock,NF,nan,nan,6,1932.0,NH ND 15ft VT NW NS NR,CA,5.4,N,Lewiston
6669,-119.359,37.871,Tuolumne Meadows - Yosemite National Park,NP,early jul-late sep,nan,304,8665.0,NH DP 35ft FT DW NS RS PA,CA,14.3,SW,Lee Vining
6671,-119.804,38.722,Turtle Rock Park,CP,nan,nan,28,6106.0,NH ND 34ft VT DW SH L$,CA,0.0,SE,Turtle Rock Park
6672,-118.13,36.564,Tuttle Creek,BLM,nan,dispersed - beautiful,85,4980.0,NH DP 35ft VT DW NS NR L$,CA,4.7,SW,Lone Pine
6674,-119.01,37.616,Twin Lakes,NF,early jun-late oct,nan,93,8648.0,NH ND 40ft FT DW NS RS PA,CA,3.0,SW,Mammoth Lakes
6675,-120.744,39.567,Union Flat,NF,mid apr-mid oct,nan,11,3481.0,NH ND 40ft VT DW NS RS,CA,4.5,E,Downieville
6676,-119.955,38.639,Upper Blue Lake,UTIL,nan,nan,32,8199.0,NH ND VT DW NS,CA,10.2,W,Markleeville
6677,-119.938,38.63,Upper Blue Lake Dam,UTIL,nan,nan,25,8192.0,NH ND VT DW NS,CA,9.6,SW,Markleeville
6678,-119.409,37.502,Upper Chiquito,NF,nan,nan,11,7014.0,NH ND 20ft VT NW NS NR N$,CA,17.9,NE,Oakhurst
6679,-120.244,39.492,Upper Little Truckee,NF,mid apr-mid oct,nan,26,6220.0,NH ND 35ft VT DW NS RS,CA,9.4,SE,Sierraville
6681,-118.725,37.469,Upper Pine Grove,NF,mid may-mid sep,nan,8,9413.0,NH ND VT DW NS NR,CA,10.4,S,Crowley Lake
6682,-119.563,37.735,Upper Pines - Yosemite National Park,NP,mid mar-late dec,nan,238,4065.0,NH DP 35ft FT DW NS RS PA,CA,1.8,SE,Yosemite Village
6684,-120.85,41.301,Upper Rush Creek,NF,nan,nan,13,5233.0,NH ND 30ft VT DW NS NR,CA,8.9,NE,Adin
6685,-118.421,37.129,Upper Sage,NF,mid may-mid sep,nan,28,7500.0,NH ND 40ft VT DW NS RS PA,CA,7.7,W,Big Pine
6686,-117.433,33.607,Upper San Juan,NF,mid jun-mid sep,nan,18,1788.0,NH ND 32ft VT DW NS NR,CA,7.4,SW,Lake Elsinore
6687,-118.53,34.691,Upper Shake,NF,nan,nan,17,4469.0,NH ND 22ft VT NW NS NR L$,CA,4.5,W,Lake Hughes
6688,-118.829,36.668,Upper Stony Creek,NF,early jun-mid sep,nan,19,6601.0,NH ND VT DW NS RS,CA,16.9,E,Dunlap
6691,-119.341,34.878,Valle Vista,NF,nan,nan,7,4829.0,NH ND 22ft PT NW NS NR N$,CA,22.8,W,Frazier Park
6692,-116.354,32.976,Vallecito,CP,nan,res: 877.565.3600,44,1555.0,NH ND 40ft FT DW NS RS,CA,26.6,NW,Ocotillo
6696,-119.01,37.379,Vermillion,NF,early jun-mid sep,nan,32,7697.0,NH ND VT DW NS RS PA,CA,12.6,NE,Lakeshore
6699,-120.214,38.325,Wa Ka Luu Hep Yoo,NF,nan,nan,52,4101.0,NH ND 50ft FT DW SH NR,CA,8.8,NE,Arnold
6701,-117.548,35.573,Wagon Wheel Off Hwy Area,BLM,nan,open desert - few facilities,nan,3229.0,NH ND VT NW NS NR,CA,16.4,SW,Trona
6702,-124.003,40.018,Wailaki,BLM,nan,nan,13,1906.0,NH ND 25ft VT DW NS NR,CA,11.8,SW,Redway
6703,-118.041,35.665,Walker Pass,BLM,nan,most sites walk to,15,5000.0,NH ND VT NW NS NR N$,CA,0.8,W,Walker Pass
6704,-118.986,37.302,Ward Lake,NF,nan,nan,17,7388.0,NH ND VT NW NS NR,CA,10.9,E,Lakeshore
6705,-121.309,40.363,Warner Creek,NF,nan,nan,13,5082.0,NH ND VT NW NS,CA,5.6,NW,Chester
6708,-123.496,40.251,Watts Lake,NF,nan,nan,12,5039.0,NR,CA,13.9,S,Mad River
6709,-119.679,37.547,Wawona  - Yosemite National Park,NP,mid apr-late dec,nan,93,3940.0,NH DP 35ft FT DW NS RS PA,CA,1.4,NW,Wawona
6710,-122.949,39.838,Wells Cabin,NF,mid may-mid nov,No RVs,25,6342.0,NH ND VT DW NS NR N$,CA,16.2,E,Covelo
6711,-120.374,38.889,Wench Creek,NF,early jun-mid sep,nan,2,4974.0,NH ND 40ft FTVT DW NS RS,CA,14.4,NE,Pollock Pines
6712,-120.323,39.011,Wentworth Springs,NF,mid jun-mid oct,nan,8,6188.0,NH ND VT NW NS NR,CA,32.1,NE,Placerville
6713,-123.476,41.932,West Branch,NF,nan,nan,18,2218.0,NH ND 48ft VT DW NS NR N$,CA,10.9,NW,Happy Camp
6714,-121.508,40.034,West Branch,NF,nan,nan,15,4925.0,20ft VT DW NR,CA,15.8,N,Magalia
6715,-119.243,37.345,West Kaiser,NF,nan,nan,10,5600.0,NH ND 25ft VT NW NS NR N$,CA,17.1,N,Shaver Lake
6720,-119.274,34.513,Wheeler Gorge,NF,all year,nan,70,1850.0,NH ND 32ft PT DW NS RS,CA,4.8,N,Ojai
6721,-119.496,37.332,Whiskers,NF,nan,nan,8,5351.0,NH ND 20ft VT NW NS NR,CA,8.4,E,Oakhurst
6722,-119.44,37.286,Whisky Falls,NF,nan,nan,18,5869.0,NH VT NW NR,CA,5.4,NE,North Fork
6723,-120.847,39.32,White Cloud,NF,mid may-mid sep,nan,46,4419.0,NH ND 28ft FT DW NS RS,CA,9.9,NE,Nevada City
6724,-121.574,36.326,White Oaks,NF,nan,nan,7,4019.0,NH ND VT NW NS NR,CA,18.4,W,Greenfield
6725,-118.635,35.844,White River,NF,mid may-late sep,nan,12,4262.0,NH ND 16ft VT DW NS RS,CA,13.8,NW,Wofford Heights
6727,-119.647,37.873,White Wolf - Yosemite National Park,NP,nan,nan,74,7920.0,NH ND 27ft FT DW NS NR,CA,29.3,W,Lee Vining
6728,-121.142,39.889,Whitehorse,NF,nan,nan,20,5295.0,NH ND 43ft VT DW NS NR,CA,10.9,W,Quincy
6729,-122.685,39.92,Whitlock,NF,mid may-mid nov,nan,5,4300.0,NH ND VT DW NS NR N$,CA,7.8,W,Paskenta
6730,-118.23,36.589,Whitney Portal,NF,mid may-mid oct,nan,43,7963.0,NH ND 16ft VT DW NS RS,CA,9.4,W,Lone Pine
6732,-120.601,39.566,Wild Plum,NF,early jun-mid oct,nan,49,4452.0,NH ND 25ft VT DW NS RS,CA,1.7,E,Sierra City
6733,-117.342,33.582,Wildomar,NF,nan,nan,11,2461.0,NH ND 22ft VT DW NS NR,CA,6.0,S,Lake Elsinore
6736,-116.592,33.04,William Heise,CP,nan,res: 877.565.3600,102,4180.0,E DP 40ft FT DW SH RS,CA,2.8,S,Julian
6737,-120.158,39.139,William Kent,NF,mid may-mid oct,nan,95,6325.0,NH DP 24ft FT DW NS RS,CA,2.2,S,Tahoe City
6738,-121.011,35.981,Williams Hill Rec Area,BLM,nan,new - shade over tables - some trees,nan,2264.0,NH ND VT NW NS NR,CA,23.6,NW,San Miguel
6739,-118.561,37.194,Willow,NF,nan,nan,10,9068.0,NH ND VT NW NS NR,CA,14.9,SW,Bishop
6740,-120.828,41.013,Willow Creek,NF,mid may-mid oct,nan,8,5059.0,NH ND 22ft VT DW NS NR L$,CA,13.9,SE,Adin
6741,-118.661,36.189,Wishon,NF,all year,nan,39,4157.0,NH ND 22ft VT DW NS RS,CA,9.7,NE,Springville
6742,-119.535,37.297,Wishon Point,NF,early may-mid sep,nan,47,3468.0,NH DP 33ft FT DW NS RS,CA,6.6,E,Oakhurst
6744,-119.697,38.578,Wolf Creek,NF,early jun-late aug,nan,45,4931.0,NH ND 35ft VT DW NS RS,CA,49.6,E,Pollock Pines
6745,-120.548,39.485,Woodcamp,NF,mid jun-mid oct,nan,20,6168.0,NH ND 34ft FTVT DW NS RS,CA,12.0,SW,Sierraville
6747,-120.008,38.687,Woods Lake,NF,mid jul-mid oct,nan,25,8245.0,NH ND 16ft VT DW NS NR,CA,5.8,E,Kit Carson
6751,-120.238,38.846,Wrights Lake,NF,early jul-late sep,nan,70,8930.0,NH VT DW RS,CA,5.9,NE,Kyburz
6752,-120.986,39.727,Wyandotte,NF,mid may-mid oct,nan,28,5154.0,NH ND 22ft FT DW NS NR,CA,3.1,N,La Porte
6753,-120.388,38.89,Yellowjacket,NF,early jun-late aug,nan,40,4997.0,NH DP 35ft FTVT DW NS RS,CA,13.9,NE,Pollock Pines
6756,-120.491,39.616,Yuba Pass,NF,early jun-mid oct,nan,20,6765.0,NH ND 35ft VT DW NS RS,CA,6.8,W,Sierraville
6757,-117.047,34.052,Yucaipa Regional Park,CP,all year,nan,51,2646.0,WES DP DW SH,CA,1.3,N,Yucaipa
6758,-115.375,46.073,25 Mile,NF,nan,nan,14,1716.0,NR,ID,29.3,E,Kooskia
6759,-115.217,43.609,Abbot,NF,nan,nan,8,4701.0,NH ND NS NR,ID,2.1,E,Featherville
6760,-113.542,44.961,Agency Creek,BLM,nan,nan,4,5448.0,NH ND VT NW NS NR,ID,5.0,E,Tendoy
6761,-116.999,48.176,Albeni Cove - Oldtown,COE,mid may-late aug,nan,nan,2087.0,NH ND DW SH RS PA,ID,1.8,E,Oldtown
6762,-111.695,42.138,Albert Moser,NF,early jun-late oct,nan,9,5233.0,NH ND VT DW NS RS PA L$,ID,9.8,E,Preston
6763,-114.878,43.907,Alturas Inlet,NF,early jun-late aug,nan,29,7021.0,NH ND 32ft NS RS,ID,12.0,S,Obsidian
6764,-116.132,44.702,Amanita,NF,mid may-mid sep,nan,10,4856.0,NH ND 40ft VT NW NS RS,ID,3.3,SW,Donnelly
6765,-116.186,44.335,Antelope Annex,NF,early jun-late aug,nan,8,5026.0,NH ND 30ft VT DW NS RS PA,ID,14.4,SW,Cascade
6766,-115.536,46.215,Apgar,NF,nan,nan,7,1601.0,NH ND NS NR,ID,21.7,E,Kooskia
6767,-115.615,46.841,Aquarius,NF,nan,nan,9,1870.0,NR,ID,17.3,NE,Headquarters
6768,-115.924,43.598,Arrowrock Reservoir Dispersed,BOR,nan,dispersed,nan,3214.0,NH ND VT NW NS NR,ID,14.6,E,Boise
6769,-115.708,43.901,Bad Bear,NF,nan,nan,5,4967.0,NH ND VT DW NS NR,ID,8.0,NE,Idaho City
6770,-115.711,43.663,Badger Creek,NF,nan,nan,5,3330.0,NH ND 20ft VT DW NS NR,ID,25.4,E,Boise
6772,-114.949,42.545,Balanced Rock County Park,CP,nan,tent only,nan,3563.0,NH ND NS,ID,4.3,NW,Castleford
6773,-115.737,43.749,Bald Mountain,NF,nan,nan,4,6000.0,NH ND NS NR,ID,7.3,SE,Idaho City
6774,-116.119,44.074,Banks,nan,nan,nan,nan,2864.0,nan,ID,0.5,SE,Banks
6775,-115.649,44.326,Barneys,NF,early jul-late oct,nan,6,5354.0,NH ND 40ft VT NW NS RS,ID,17.0,N,Lowman
6776,-114.819,44.263,Basin Creek,NF,nan,nan,18,6096.0,NH ND NS NR,ID,46.2,NW,Ketchum
6777,-115.075,43.606,Baumgartner,NF,mid may-late aug,2013 - closed indef - fire,39,4938.0,NH ND NS RS PA,ID,9.2,E,Featherville
6778,-114.261,44.386,Bayhorse,BLM,nan,unknown facil,nan,5289.0,NH NR,ID,8.4,S,Challis
6779,-114.479,44.998,Beagle Creek Cua,NF,nan,nan,5,6247.0,NR N$,ID,36.2,N,Challis
6780,-114.379,42.227,Bear Gulch,NF,nan,nan,16,6138.0,NH ND NS NR,ID,36.8,SW,Burley
6781,-111.258,42.032,Bear Lake State Park,SP,mid may-late dec,nan,nan,5922.0,E VT DW RS L$,ID,8.8,SE,St.Charles
6782,-115.37,44.411,Bear Valley,NF,nan,nan,10,6411.0,NH ND 40ft VT DW NS NR,ID,25.2,NW,Stanley
6783,-116.668,47.607,Beauty Creek,NF,nan,nan,20,2306.0,NH ND 40ft VT DW NS NR,ID,7.2,SE,Coeur dAlene
6784,-115.146,44.414,Beaver Creek,NF,nan,nan,13,6581.0,NR L$,ID,17.1,NW,Stanley
6786,-111.529,42.02,Beaver Creek,NF,early jun-late aug,nan,5,7897.0,NH ND VT NW NS RS L$,ID,9.7,SW,St Charles
6787,-111.906,43.825,Beaver Dick Park,CP,nan,nan,nan,4823.0,NH ND FT NS N$,ID,6.0,W,Rexburg
6788,-116.844,47.474,Bell Bay,NF,mid may-late aug,nan,30,2297.0,NH ND 22ft VT DW NS RS,ID,14.4,S,Coeur DAlene
6789,-115.235,44.32,Bench Creek C/G,NF,nan,nan,5,6959.0,NH ND NS NR,ID,16.3,NW,Stanley
6790,-113.603,42.326,Bennett Springs,NF,nan,nan,5,7405.0,NH ND NS NR,ID,17.4,SE,Burley
6791,-115.953,47.793,Berlin Flat,NF,nan,nan,9,2805.0,NH ND 22ft VT DW NS NR,ID,22.1,N,Wallace
6792,-114.4,44.411,Big Bayhorse,NF,nan,nan,11,8596.0,NH ND NS NR,ID,29.8,NE,Stanley
6793,-116.12,47.302,Big Creek,NF,nan,nan,9,2395.0,NH ND 45ft VT DW NS NR N$,ID,20.8,E,St. Maries
6794,-113.577,44.609,Big Eightmile /Trailhead,NF,nan,nan,19,7562.0,NH ND NS NR,ID,11.8,SW,Leadore
6795,-111.118,43.322,Big Elk,NF,mid may-late sep,nan,15,5653.0,NH ND 45ft VT DW NS RS L$,ID,10.9,SE,Irwin
6796,-116.26,44.501,Big Flat,NF,nan,nan,16,4117.0,NH ND NS NR,ID,21.1,E,Cambridge
6797,-116.098,47.823,Big Hank,NF,early jun-late aug,nan,30,2759.0,NH ND 22ft VT DW NS RS PA,ID,20.5,NE,Kingston
6798,-115.443,43.619,Big Roaring River Lake,NF,nan,nan,12,8114.0,NH ND 20ft VT DW NS NR,ID,11.4,NW,Pine
6799,-112.097,42.763,Big Springs,NF,mid may-mid sep,nan,31,6742.0,NH ND 50ft VT DW NS NR L$,ID,10.9,NW,Lava Hot Sprin
6801,-115.431,43.622,Big Trinity Lake,NF,nan,nan,17,7805.0,NH ND 20ft VT DW NS NR,ID,36.2,N,Mountain Home
6802,-112.859,44.064,Birch Creek,BLM,nan,nan,nan,5679.0,NH ND VT DW NS NR N$,ID,24.5,NW,Mud Lake
6803,-115.175,43.621,Bird Creek,NF,nan,nan,7,4728.0,NH ND NS NR,ID,4.2,E,Featherville
6804,-115.589,43.796,Black Rock,NF,early may-mid sep,nan,11,4019.0,NH ND VT DW NS RS,ID,12.5,E,Idaho City
6805,-111.604,42.843,Blackfoot Reservoir,BLM,nan,nan,16,6135.0,E ND NS NR,ID,13.1,N,Soda Springs
6806,-114.732,44.281,Blind Creek,NF,nan,nan,6,6086.0,NH ND NS NR,ID,11.1,NE,Stanley
6807,-111.154,43.32,Blowout,NF,mid may-mid sep,nan,15,5650.0,NH ND 45ft VT DW NS NR L$,ID,9.5,SE,Irwin
6808,-115.859,44.36,Boiling Springs,NF,nan,nan,7,4052.0,30ft VT DW NR,ID,12.1,E,Smiths Ferry
6809,-114.753,44.371,Bonanza Volunteer Camp,NF,nan,nan,20,6463.0,NH ND NS NR,ID,14.1,NE,Stanley
6810,-115.311,44.151,Bonneville,NF,all year,nan,22,4708.0,NH ND 60ft VT DW NS RS,ID,16.0,E,Lowman
6811,-114.168,42.166,Bostetter,NF,nan,nan,22,7156.0,NH ND NS NR,ID,15.6,W,Oakley
6812,-114.544,43.781,Boulder View,NF,mid may-late aug,nan,18,6854.0,NH ND NS RS,ID,11.4,NW,Ketchum
6813,-114.461,44.038,Boulder White Clouds,BLM,mid may-mid oct,nan,nan,6100.0,NH VT NW NR,ID,34.2,S,Challis
6814,-114.325,43.722,Boundary,NF,nan,nan,17,6096.0,NH ND NS NR,ID,2.2,NE,Sun Valley
6815,-115.293,44.531,Boundary Creek /Complex,NF,nan,nan,35,5692.0,NH ND NS NR,ID,27.9,NW,Stanley
6816,-116.393,46.856,Boville City Park,CP,all year,nan,nan,2868.0,WES DP FT DW NS RS,ID,0.2,S,Boville
6817,-114.881,43.607,Bowns,NF,nan,nan,12,5476.0,NH ND DW NS NR,ID,18.5,N,Fairfield
6818,-111.405,44.379,Box Canyon,NF,mid may-mid sep,nan,18,6227.0,NH ND 40ft VT DW NS NR,ID,3.6,SW,Island Park
6819,-115.443,46.083,Boyd Creek,NF,nan,nan,6,1909.0,NH ND NS NR,ID,8.5,SE,Lowell
6820,-115.207,45.784,Bridge Creek,NF,nan,nan,5,5046.0,NH ND NS NR,ID,11.5,E,Elk City
6821,-116.811,44.741,Brownlee,NF,nan,nan,11,4245.0,NH ND NS NR,ID,13.4,NW,Cambridge
6822,-115.693,42.91,Bruneau Dunes State Park,SP,all year,2 campgrounds,nan,2569.0,E RS,ID,5.7,E,Bruneau
6823,-116.332,48.892,Brush Lake,NF,early mar-late nov,nan,7,2749.0,NH ND NS NR N$,ID,13.9,N,Bonners Ferry
6824,-115.54,44.682,Buck Mountain,NF,nan,nan,4,6591.0,NH ND NS NR,ID,1.8,N,Landmark
6825,-115.74,44.936,Buckhorn,NF,nan,2 campgrounds,20,3947.0,NH ND NS NR,ID,32.6,NE,Cascade
6826,-111.369,44.424,Buffalo,NF,early jun-mid sep,nan,127,6299.0,E ND 45ft VT DW NS RS,ID,0.1,E,Island Park
6827,-115.259,44.301,Bull Trout Lake,NF,all year,nan,30,6965.0,NH ND 20ft VT NW NS RS PA,ID,16.9,W,Stanley
6828,-116.282,47.633,Bumblebee,NF,early jun-late aug,nan,25,2336.0,NH ND 16ft VT DW NS RS,ID,5.8,N,Kingston
6829,-115.913,45.269,Burgdorf,NF,nan,nan,6,6283.0,NH ND NS NR,ID,26.3,N,McCall
6830,-111.425,44.434,Buttermilk,NF,early jun-mid sep,nan,53,6335.0,E ND 45ft VT DW NS RS,ID,2.7,W,Island Park
6831,-116.273,44.655,Cabin Creek,NF,nan,nan,12,4199.0,NH ND NS NR,ID,9.6,SE,Council
6832,-111.215,43.328,Calamity,NF,mid may-late sep,nan,41,5646.0,NH ND 45ft VT DW NS RS L$,ID,7.0,SE,Irwin
6833,-116.102,47.13,Camp 3,NF,nan,nan,4,3211.0,NH ND VT NW NS NR,ID,25.1,SE,St. Maries
6834,-115.709,44.891,Camp Creek,NF,nan,nan,7,4104.0,NH ND NS NR,ID,30.6,NE,Cascade
6835,-114.858,43.628,Canyon,NF,nan,nan,12,5594.0,NH ND NS NR,ID,19.7,N,Fairfield
6836,-116.116,44.188,Canyon,NF,nan,nan,7,3898.0,NH ND 30ft VT DW NS NR,ID,7.4,N,Banks
6837,-116.234,46.556,Canyon Creek - Dworshak Reservoir,COE,early apr-late nov,nan,nan,1601.0,NH ND NS NR N$,ID,5.4,N,Orofino
6838,-114.426,43.82,Caribou,NF,nan,nan,7,6552.0,NH DP VT DW NR,ID,10.1,N,Ketchum
6839,-111.552,42.821,Caribou County Park,CP,nan,nan,nan,6135.0,NH DP NS,ID,11.8,N,Soda Springs
6840,-116.196,44.327,Cartwright Ridge,NF,nan,nan,6,5062.0,NH ND NS NR,ID,34.8,NE,Emmett
6841,-114.855,44.256,Casino Creek,NF,nan,nan,20,6135.0,NH ND NS NR,ID,4.9,NE,Stanley
6843,-116.289,47.051,Cedar Creek,NF,nan,nan,10,2772.0,NH ND 50ft NS NR,ID,3.3,NW,Clarkia
6845,-116.524,43.299,Celebration County Park,CP,nan,on the Snake River,nan,2289.0,NH ND FT DW NS L$,ID,5.3,S,Melba
6846,-115.203,43.614,Chaparral,NF,nan,nan,20,4642.0,NH ND NS NR,ID,2.8,E,Featherville
6847,-115.81,45.213,Chinook,NF,nan,nan,13,5689.0,NH ND NS NR,ID,25.2,NE,McCall
