,longitude,latitude,name,park_type,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
2205,-102.365,47.598,McKenzie Bay Rec Area,CP,nan,unknown facilities,nan,1869.0,DP DW SH,ND,17.1,SE,Mandaree
2207,-99.3,46.891,Medina City Park,CP,nan,nan,16,1811.0,WES DP DW SH,ND,0.2,S,Medina
2208,-103.534,46.923,Medora City RV Campground,CP,nan,nan,nan,2264.0,E DP DW SH,ND,0.8,NW,Medora
2210,-98.118,48.026,Michigan City Parks,CP,nan,primitive,4,1516.0,E ND DW NS,ND,0.2,NE,Michigan
2212,-101.342,48.425,Minot AFB Military,MIL,nan,military only - do not use our lat/lon - contact them for directions and info,nan,1626.0,RS,ND,13.5,N,Minot
2214,-102.638,45.997,Mirror Lake City Park,CP,nan,nan,26,2667.0,FT DW SH,ND,0.3,S,Hettinger
2215,-101.516,48.762,Mohall City Campground,CP,nan,nan,10,1640.0,E DP DW SH L$,ND,0.1,SW,Mohall
2216,-98.59,46.172,Monango City Park,CP,nan,nan,4,1503.0,E,ND,0.2,E,Monango
2218,-101.367,47.506,Morningstar Park,CP,nan,nan,29,1960.0,E PT,ND,0.6,N,Riverdale
2219,-102.322,46.371,Mott American Legion Park,CP,nan,nan,nan,2369.0,E DP,ND,0.3,SE,Mott
2220,-98.309,48.917,Mount Carmel Rec Area,CP,nan,nan,200,1568.0,WES DP DW SH,ND,11.2,N,Langdon
2221,-101.787,48.795,Mouse River Park,CP,nan,nan,nan,1680.0,E DP DW SH,ND,12.6,W,Mohall
2222,-98.837,48.669,Munich Park,CP,nan,nan,5,1595.0,E DW SH,ND,0.2,W,Munich
2223,-99.767,46.501,Napoleon City Park and Campground,CP,nan,nan,12,1959.0,ES DP,ND,0.5,S,Napoleon
2224,-99.613,48.856,Neameyer Field Campground,CP,nan,nan,12,1801.0,ES DP DW SH,ND,0.3,SE,Rolla
2225,-102.868,46.531,New England South Park,CP,nan,nan,nan,2557.0,NH,ND,0.6,S,New England
2226,-101.948,46.372,New Leipzig City Park,CP,nan,nan,14,2324.0,E DP,ND,0.5,SW,New Leipzig
2227,-102.531,47.985,New Town Marina,CP,nan,nan,55,1838.0,E DP DW SH,ND,1.9,W,New Town
2229,-103.008,48.886,Noonan Lions,CP,nan,nan,7,1993.0,WES DP,ND,0.2,S,Noonan
2230,-101.421,46.854,North City Park - New Salem,CP,nan,nan,6,2142.0,E,ND,0.8,NW,New Salem
2231,-99.127,47.687,North Riverside Park - New Rockford,CP,nan,nan,13,1516.0,E DW SH,ND,0.7,NE,New Rockford
2232,-102.268,48.923,Northgate Dam Rec Center,CP,nan,unknown facilities,nan,1905.0,E,ND,8.4,N,Bowbells
2234,-101.431,48.283,Old Settlers Park,CP,nan,nan,nan,1580.0,E L$,ND,0.5,N,Burlington
2235,-98.771,46.971,Parkhurst  - Pipestem Lake,CP,nan,nan,nan,1501.0,NH DP N$,ND,5.1,NW,Jamestown
2236,-102.293,47.922,Parshall Bay Rec Area,CP,nan,nan,43,1859.0,E DP DW SH,ND,7.6,W,Parshall
2237,-102.843,46.868,Patterson Lake Rec Area,CP,nan,nan,nan,2441.0,E DP DW SH L$,ND,2.7,W,Dickinson
2239,-99.519,47.12,Pettibone City Park,CP,all year,nan,nan,1850.0,WE DW SH,ND,0.1,NE,Pettibone
2241,-103.301,48.909,Pioneer Village - Crosby,CP,nan,call on arrival - no camping after mid july,nan,1962.0,WE DP NS L$,ND,0.5,SW,Crosby
2242,-102.646,48.559,Powers Lake City Park,CP,nan,excellent park - by lake,nan,2202.0,E DP FT DW SH L$,ND,0.3,S,Powers Lake
2243,-101.526,48.015,Rice Lake County Park,CP,nan,unknown facilities,nan,2071.0,NH VT,ND,18.4,SW,Minot
2244,-101.784,47.254,Riverside Park - Beulah,CP,nan,nan,8,1775.0,E FT DW SH,ND,0.7,SW,Beulah
2245,-99.248,48.794,Rock Lake City Park,CP,nan,outdoor toilets,nan,1539.0,E,ND,0.2,N,Rock Lake
2246,-99.849,48.664,Rolette RV Park,CP,nan,swim,8,1621.0,WES FT DW RS PA L$,ND,0.4,NW,Rolette
2247,-101.378,47.321,Sakakawea Park,CP,nan,nan,nan,1680.0,E DP,ND,0.2,E,Stanton
2249,-99.0,48.945,Sarles City Park,CP,nan,nan,nan,1591.0,NH,ND,0.2,W,Sarles
2250,-103.811,47.673,Sather Lake,NF,nan,4 campgrounds,60,2267.0,NR,ND,14.1,SW,Alexander
2252,-100.213,46.249,Seeman Park,CP,nan,nan,10,1729.0,E DW SH L$,ND,1.5,SE,Linton
2253,-98.58,47.068,Shady Cove Co Park,CP,nan,nan,nan,1505.0,WES DP FT DW SH,ND,12.5,NE,Jamestown
2254,-101.849,46.338,Sheep Creek Dam,SRA,nan,nan,nan,2248.0,NH ND NS NR,ND,4.6,S,Elgin
2256,-102.786,48.992,ShortCreek Dam,CP,nan,nan,40,1887.0,E,ND,6.1,N,Columbus
2258,-102.666,48.613,Smishek Lake City Park,CP,nan,swim,30,2243.0,E DW SH,ND,3.5,N,Powers Lake
2259,-98.746,47.01,Smokeys Campsite and Landing,CP,nan,nan,nan,1503.0,E DP,ND,7.1,N,Jamestown
2261,-101.327,47.615,Sportsmens Centennial Park,CP,early may-late sep,swim,121,1869.0,E FT DW SH,ND,4.8,SE,Garrison
2262,-102.39,48.321,Stanley City Park,CP,nan,get whirl-a-whip at Dakota Drug,10,2251.0,E DP NS N$,ND,0.3,N,Stanley
2263,-101.355,47.621,Steinke Bay,CP,nan,primitive - unknown facilities,nan,1866.0,NH ND NS,ND,3.6,SE,Garrison
2264,-100.509,48.946,Strawberry Lake - Turtle Mtn State Forest,SF,nan,nan,nan,2180.0,NH ND VT NS L$,ND,8.7,N,Bottineau
2265,-99.363,46.659,Streeter City Park,CP,nan,nan,nan,1939.0,NH FT DW,ND,0.3,W,Streeter
2267,-103.528,46.889,Sully Creek State Rec Area,SP,early apr-late nov,nan,nan,2322.0,NH ND NS NR,ND,1.7,S,Medora
2268,-103.242,47.54,Summit,NF,nan,nan,7,2504.0,NH NR,ND,18.2,S,Watford City
2269,-101.773,47.267,Sun Valley Park,CP,early may-late oct,nan,30,1798.0,WES DP FT DW PA,ND,0.3,NE,Beulah
2270,-103.969,47.861,Sundheim Park,CP,nan,primitive - unknown facilities,nan,1883.0,NH ND NS,ND,2.0,W,Cartwright
2271,-101.124,48.242,Surrey RV Park,CP,nan,nan,10,1613.0,E FT DW SH,ND,0.6,NE,Surrey
2272,-101.274,46.873,Sweet Briar Lake,CP,nan,primitive - dispersed,nan,1942.0,NH ND VT NS,ND,6.8,E,New Salem
2273,-102.931,48.399,Tioga City Park,CP,nan,nan,12,2241.0,E DP DW SH,ND,0.3,NE,Tioga
2274,-103.104,48.11,Tobacco Garden Rec Area,nan,nan,nan,nan,1864.0,E DP DW SH,ND,22.8,N,Watford City
2279,-102.369,47.948,Traynor Park  - Van Hook,CP,nan,nan,110,1870.0,WES DP FT DW SH,ND,6.0,E,New Town
2280,-103.826,48.065,Trenton Lake Rec Area,CP,nan,nan,nan,1860.0,NH,ND,11.1,SW,Williston
2281,-100.883,47.519,Turtle Lake City Park,CP,nan,nan,nan,1882.0,WE DP,ND,0.3,E,Turtle Lake
2283,-99.994,47.145,Tuttle City Park,CP,nan,nan,nan,1859.0,NH,ND,0.1,N,Tuttle
2284,-100.939,48.06,Velva City Park,CP,nan,nan,nan,1506.0,WE DP FT DW SH,ND,0.5,NW,Velva
2285,-104.01,46.928,Visitors Center - Beach,CP,nan,unknown facilities,nan,2822.0,NH N$,ND,0.7,N,Beach
2287,-103.588,47.053,Wannagan,NF,nan,nan,10,2380.0,NH ND NS NR,ND,21.7,NE,Beach
2289,-101.037,47.289,Washburn City Park,CP,nan,nan,nan,1688.0,NH,ND,0.4,W,Washburn
2290,-103.272,47.805,Watford City Tourist Park,CP,nan,nan,8,2071.0,WE DP DW SH L$,ND,0.5,E,Watford City
2291,-98.712,46.362,Weaver Park,CP,nan,unknown facilities,nan,1552.0,E DP DW SH,ND,0.3,NE,Edgeley
2294,-99.943,47.774,West Side City Park - Harvey,CP,nan,nan,nan,1603.0,E DP DW SH L$,ND,0.4,NW,Harvey
2295,-102.726,48.125,White Earth Bay Rec Area,CP,nan,no shade,nan,1851.0,E DP FT DW,ND,14.8,NW,New Town
2296,-103.186,48.631,Wildrose City Park,CP,nan,unknown facilities,nan,2251.0,NH,ND,0.1,W,Wildrose
2298,-100.786,47.155,Wilton City Park,CP,nan,nan,8,2172.0,WE,ND,0.3,SW,Wilton
2299,-101.299,47.547,Wolf Creek Rec Area - Lake Sakakawea,COE,nan,nan,nan,1841.0,NH DP NS NR L$,ND,4.8,NE,Riverdale
2301,-99.573,48.313,York City Park,CP,nan,nan,nan,1611.0,NH,ND,0.0,N,York
2302,-99.829,45.968,Zeeland City Park,CP,nan,nan,nan,2014.0,NH,ND,0.2,SE,Zeeland
2303,-99.845,42.548,Ainsworth East City Park,CP,early may-late oct,nan,30,2518.0,WE DP FT DW SH L$,NE,0.8,E,Ainsworth
2304,-98.009,41.682,Albion Campground,CP,nan,register at city hall,28,1811.0,WES DP FT DW SH NR L$,NE,0.8,SW,Albion
2306,-100.197,41.413,Arnold Lake  State Rec Area,SRA,all year,nan,120,2694.0,E DP PT NS NR,NE,0.7,S,Arnold
2307,-101.712,41.251,Arthur Bay - Lake McConaughy,SRA,all year,nan,nan,3281.0,DP RS,NE,8.5,N,Ogallala
2308,-101.691,41.571,Arthur Park,CP,nan,nan,10,3655.0,E DP FT DW,NE,0.1,S,Arthur
2309,-98.998,42.537,Atkinson Lake  State Rec Area,SRA,nan,nan,28,2095.0,E ND VT DW NS NR,NE,1.1,W,Atkinson
2311,-98.148,40.989,Bader Memorial Park,CP,nan,nan,31,1768.0,E DP DW SH,NE,2.5,S,Chapman
2312,-100.551,42.599,Ballards Marsh State Wildlife Area,SFW,nan,dispersed,nan,2881.0,NH ND NW NS NR,NE,18.9,S,Valentine
2314,-99.541,42.578,Bassett Municipal Park,CP,nan,nan,10,2326.0,WE DP DW SH,NE,0.6,S,Bassett
2315,-98.952,40.684,Bassway Strip State Wildlife Area,SFW,nan,nan,nan,2090.0,NR,NE,6.9,E,Kearney
2316,-97.6,41.993,Battle Creek Municipal Park,CP,nan,nan,nan,1595.0,E DP,NE,0.5,S,Battle Creek
2317,-103.327,41.756,Bayard City Park,CP,nan,nan,5,3757.0,E DW N$,NE,0.2,NW,Bayard
2321,-100.3,41.902,Bessey Rec Area,NF,all year,nan,50,2701.0,E DP DW SH RS L$,NE,1.6,W,Halsey
2322,-100.607,42.638,Big Alkali Lake State Wildlife Area,SFW,nan,nan,30,2885.0,NH NS NR,NE,16.4,S,Valentine
2324,-97.648,42.594,Bloomfield City Park,CP,all year,nan,6,1691.0,WES DP DW N$,NE,0.4,S,Bloomfield
2328,-98.991,41.276,Bowman Lake  State Rec Area,SRA,nan,nan,12,2060.0,NH ND VT DW NS NR L$,NE,1.3,W,Loup City
2329,-103.088,42.467,Box Butte  State Rec Area,SRA,nan,nan,54,4014.0,E ND VT DW NS NR,NE,10.0,N,Hemingford
2331,-103.111,41.679,Bridgeport  State Rec Area,SRA,nan,nan,130,3668.0,NH DP NS NR,NE,1.1,NW,Bridgeport
2333,-97.912,42.463,Bruce City Park,CP,early apr-late oct,nan,7,1636.0,WES DP FT DW SH L$,NE,0.4,SW,Creighton
2334,-97.51,40.352,Bruning Dam,CP,nan,nan,nan,1532.0,NH ND PT NS,NE,3.2,E,Bruning
2335,-97.599,41.107,Buckley City Park,CP,all year,nan,12,1624.0,E DP DW SH N$,NE,0.7,SW,Stromsburg
2337,-100.794,41.161,Buffalo Bill Ranch State Rec Area,SRA,nan,no shade,29,2812.0,E ND DW NS NR L$,NE,2.3,NW,North Platte
2340,-98.938,41.606,Bussell City Park,CP,nan,nan,8,2044.0,WES DP FT DW SH L$,NE,0.5,W,Ord
2342,-100.16,40.283,Cambridge City RV Park,CP,nan,nan,nan,2251.0,E DP DW SH N$,NE,0.3,E,Cambridge
2343,-98.646,42.451,Carney Park,CP,nan,nan,21,1969.0,WE DP DW SH L$,NE,0.5,S,O'Neill
2344,-101.668,41.204,Cedar Vue - Lake McConaughy State Rec Area,SRA,all year,nan,115,3268.0,WES DP SH RS,NE,5.9,NE,Ogallala
2345,-103.007,42.708,Chadron State Park,SP,all year,nan,90,3824.0,E DP DW SH RS PA L$,NE,8.4,S,Chadron
2346,-101.75,40.472,Champion Lake State Rec Area,SRA,nan,nan,8,3251.0,NH ND VT DW NS NR L$,NE,0.2,N,Champion
2349,-98.588,40.765,Cheyenne  State Rec Area,SRA,nan,nan,8,1959.0,NH ND DW NS NR L$,NE,17.0,SW,Grand Island
2350,-97.791,42.352,Chilvers Park,CP,all year,nan,4,1680.0,E FT DW,NE,0.1,NE,Plainview
2352,-97.721,40.136,City RV Park - Deshler,CP,nan,nan,10,1529.0,WES DP SH,NE,0.3,S,Deshler
2354,-101.245,42.935,Cody City Park - Cody,CP,nan,nan,nan,3100.0,E DP DW small L$,NE,0.0,S,Cody
2355,-100.759,41.15,Cody City Park - North Platte,CP,nan,nan,40,2799.0,DP,NE,0.7,N,North Platte
2359,-101.677,42.916,Cottonwood Lake  State Rec Area,SRA,nan,nan,30,3237.0,NH ND VT DW NS NR L$,NE,1.2,E,Merriman
2360,-98.398,41.397,Cottonwood Park - Wolbach,CP,early apr-late oct,nan,5,1841.0,E DW L$,NE,0.2,W,Wolbach
2361,-97.863,42.365,Country Club - Plainview,CP,nan,campground next to golf course - unknown facilities,nan,1742.0,E ND NS L$,NE,3.8,W,Plainview
2362,-98.703,41.464,County Campground - Scotia,CP,all year,nan,10,1923.0,WE FT DW L$,NE,0.2,S,Scotia
2363,-103.417,42.687,Crawford City Park,CP,nan,nan,4,3661.0,E DP N$,NE,0.7,W,Crawford
2364,-98.44,40.456,Crystal Lake State Rec Area,SRA,nan,nan,70,1801.0,E ND VT DW NS NR,NE,1.2,N,Ayr
2367,-97.123,41.245,David City Park,CP,nan,nan,12,1611.0,WES DP L$,NE,0.6,SE,David City
2369,-97.721,40.136,Deshler City Park,CP,all year,nan,10,1529.0,WES DP FT DW SH N$,NE,0.3,S,Deshler
2371,-98.29,40.582,DLD State Wayside Rec Area,SRA,nan,nan,nan,1896.0,NH ND NS NR,NE,5.3,E,Hastings
2372,-101.952,41.269,Eagle Canyon - Lake McConaughy State Rec Area,SRA,all year,nan,30,3279.0,RS,NE,15.5,NW,Ogallala
2373,-97.97,40.363,Edgar City Camp Facility,CP,nan,nan,4,1719.0,WES DP FT DW NS,NE,0.7,S,Edgar
2374,-98.077,41.987,Elgin City Park,CP,early may-mid oct,swim,8,1926.0,WES DP FT DW SH L$,NE,0.4,NE,Elgin
2375,-101.52,40.431,Enders Reservoir State Rec Area,SRA,nan,nan,232,3149.0,E DP DW SH NR L$,NE,8.8,SE,Imperial
2377,-98.34,42.254,Ewing City Park,CP,nan,nan,6,1850.0,E DP L$,NE,0.4,SE,Ewing
2379,-98.989,40.652,Fort Kearny  State Rec Area,SRA,all year,nan,110,2106.0,E DP 45ft DW SH RS PA,NE,5.8,SE,Kearney
2380,-103.466,42.667,Fort Robinson State Park,SP,all year,nan,125,3806.0,WES DP SH RS PA,NE,3.2,W,Crawford
2381,-98.038,42.125,Fred Penn Park,CP,early apr-late oct,nan,nan,1719.0,NH ND PT DW NS,NE,0.5,SW,Neligh
2383,-99.979,40.736,Gallagher Canyon State Rec Area - Cozad,SRA,nan,nan,25,2674.0,NH ND DW NS NR L$,NE,8.4,S,Cozad
2384,-97.737,41.443,Genoa City Park,CP,all year,nan,4,1572.0,WES DP FT DW L$,NE,0.5,SW,Genoa
2385,-98.369,40.878,George Clayton Hall County Park,CP,nan,nan,nan,1864.0,E DP DW SH L$,NE,3.6,SW,Grand Island
2386,-99.637,40.247,George Mitchell RV Park,CP,all year,nan,10,2057.0,E DP PT DW L$,NE,0.3,S,Oxford
2387,-97.519,42.201,Gilman Park,CP,early mar-late oct,nan,4,1572.0,E FT DW SH L$,NE,0.4,E,Pierce
2388,-97.544,42.502,Gladstone City Park,CP,mid apr-late sep,swim,7,1756.0,E DP FT DW L$,NE,0.2,NW,Wausa
2390,-98.572,42.116,Goose Lake State Wildlife Area,SFW,nan,dispersed,nan,2044.0,NH ND NW NS NR,NE,27.4,W,Antelope
2391,-103.649,41.235,Gotte Park,CP,nan,unknown facilities,nan,4714.0,NH N$,NE,0.7,E,Kimball
2392,-98.538,41.551,Greeley City park,CP,nan,nan,nan,2011.0,NH ND FT DW NS N$,NE,0.4,NW,Greeley Center
2393,-99.215,40.085,Gremlin Cove - Harlan County Lake,COE,nan,nan,100,1978.0,NH ND NS NR,NE,1.0,S,Republican City
2394,-98.116,42.368,Grove Lake State Wildlife Area,SFW,nan,dispersed,nan,1733.0,NH ND VT DW NS NR,NE,2.5,N,Royal
2395,-98.335,40.077,Guide Rock City Park,CP,nan,nan,nan,1677.0,E DP FT DW L$,NE,0.3,NW,Guide Rock
2396,-98.069,40.196,Harbine Park,CP,all year,swim,5,1683.0,WES DP FT DW L$,NE,0.4,S,Nelson
2398,-100.932,40.591,Hayes Center State Wildlife Area,SFW,nan,dispersed,nan,2837.0,NH ND NW NS NR,NE,9.3,NE,Hayes
2399,-97.801,41.409,Headworks Park - LOUP,UTIL,nan,ATV area,nan,1581.0,E DW NR N$,NE,4.6,SW,Genoa
2400,-100.013,40.307,Holbrook City Park,CP,all year,nan,5,2211.0,E VT DW,NE,0.4,N,Holbrook
2401,-99.378,40.436,Holdrege City Park,CP,nan,nan,nan,2315.0,E DP FT DW SH,NE,0.5,SW,Holdrege
2402,-99.216,41.851,Homestead Knolls - Calamus State Rec Area,SRA,nan,some sites reservable,83,2327.0,E DP DW SH RS,NE,6.4,NW,Burwell
2404,-97.956,41.107,Hord Lake  State Rec Area,SRA,nan,dispersed,nan,1683.0,NH ND NW NS NR,NE,2.5,E,Central City
2405,-98.882,42.871,Hull Lake State Wildlife Area,SFW,nan,nan,nan,1825.0,NH ND NS NR,NE,3.3,SW,Butte
2407,-97.488,41.686,Humphrey City Park,CP,early may-late oct,nan,nan,1675.0,WE DW L$,NE,0.5,SW,Humphrey
2408,-99.229,40.083,Hunter Cove - Harlan County Lake,COE,early may-late nov,nan,160,1977.0,E DP DW SH RS PA L$,NE,1.3,S,Republican City
2412,-100.402,40.96,Jeffrey Canyon State Wildlife Area,SFW,nan,dispersed,nan,2749.0,NH ND NW NS NR,NE,4.7,S,Brady
2413,-99.297,41.225,John D. Sims Memorial Park,CP,nan,unknown facilities,nan,2251.0,E,NE,0.2,NE,Mason City
2414,-99.83,40.679,Johnson Lake  State Rec Area,SRA,all year,nan,207,2623.0,E DP 40ft DW SH RS PA,NE,8.4,SW,Lexington
2416,-100.603,40.198,Karrer Park,CP,nan,nan,14,2481.0,E DP DW SH,NE,1.1,E,McCook
2417,-99.766,42.669,Keller Park  State Rec Area,SRA,all year,nan,35,2188.0,E DP VT DW NS NR L$,NE,9.8,NE,Ainsworth
2418,-100.166,40.944,Lafayette Park,CP,nan,nan,30,2608.0,E DP DW SH L$,NE,1.2,N,Gothenburg
2419,-100.765,41.047,Lake Maloney State Rec Area,SRA,all year,nan,256,3018.0,E DP DW SH RS,NE,6.4,S,North Platte
2420,-103.516,41.943,Lake Minatare State Rec Area,SRA,nan,nan,160,4138.0,E DP SH RS PA,NE,9.4,NE,Scottsbluff
2422,-101.671,41.22,Lake Ogallala - Lake McConaughy State Rec Area,SRA,all year,nan,262,3281.0,E ND DW SH RS PA,NE,6.8,N,Ogallala
2423,-101.85,41.238,Lakeview - Lake McConaughy,SRA,all year,nan,nan,3278.0,NH ND NS RS,NE,10.2,NW,Ogallala
2428,-101.816,41.271,Lemoyne - Lake McConaughy,SRA,all year,nan,nan,3288.0,NH ND NS RS,NE,11.1,NW,Ogallala
2430,-99.751,40.786,Lexington City Park,CP,all year,in Plum Creek Park ?,nan,2395.0,E FT DW N$,NE,0.6,NW,Lexington
2431,-98.302,40.265,Liberty Cove Rec Area,CP,nan,unknown facilities,nan,1866.0,E,NE,2.9,SW,Lawrence
2432,-98.083,40.021,Lincoln Park,CP,early feb-mid nov,nan,20,1568.0,E DP FT DW L$,NE,0.9,W,Superior
2435,-101.684,41.247,Little Thunder - Lake McConaughy State Rec Area,SRA,all year,nan,42,3278.0,WES ND DW SH RS,NE,8.4,N,Ogallala
2436,-101.758,41.255,Lone Eagle - Lake McConaughy,SRA,all year,nan,84,3286.0,WES DP DW SH RS,NE,9.0,N,Ogallala
2437,-97.381,40.415,Lone Star Rec Area,CP,nan,nan,14,1552.0,E VT L$,NE,3.8,E,Ohiowa
2438,-100.108,42.292,Long Lake  State Rec Area,SRA,nan,nan,nan,2720.0,NH ND NS NR,NE,19.5,S,Johnstown
2439,-99.716,42.544,Long Pine  State Rec Area,SRA,nan,nan,28,2398.0,NH ND VT DW NS NR L$,NE,1.1,NW,Long Pine
2444,-101.689,41.253,Martin Bay - Lake McConaughy,SRA,all year,nan,nan,3275.0,DP RS,NE,8.8,N,Ogallala
2445,-97.238,41.979,Maskenthine Reservoir - LENRD,UTIL,nan,nan,nan,1556.0,E DP FT DW SH,NE,2.1,N,Stanton
2446,-100.222,40.377,Medicine Creek  State Rec Area,SRA,nan,nan,310,2399.0,E DP SH NR,NE,7.2,NW,Cambridge
2447,-98.147,41.563,Mels Landing City Park,CP,nan,swim,13,1760.0,WE ND PT DW NS,NE,0.2,NW,Cedar Rapids
2448,-97.456,41.835,Memorial City Park - Madison,CP,all year,swim,13,1581.0,WES DP FT DW SH L$,NE,0.5,N,Madison
2450,-100.89,42.596,Merritt Reservoir  State Rec Area,SRA,nan,nan,220,2981.0,E DP SH NR,NE,25.7,SW,Valentine
2451,-99.32,40.086,Methodist Cove - Harlan County Lake,COE,early may-late sep,nan,155,1986.0,WES DP DW SH RS L$,NE,2.3,E,Alma
2452,-100.524,40.626,Mill Park - Curtis,CP,nan,nan,4,2559.0,WE DP FT DW N$,NE,0.5,SW,Curtis
2454,-99.771,41.751,Millburn Dam State Wildlife Area,SFW,nan,nan,nan,2481.0,NR,NE,10.4,NE,Anselmo
2455,-97.391,40.499,Milligan RV Park,CP,early apr-late sep,nan,12,1601.0,WE DP FT DW L$,NE,0.2,SW,Milligan
2457,-99.923,41.292,Morgan Municipal Park,CP,all year,swim,30,2546.0,E FT DW SH L$,NE,0.0,N,Callaway
2458,-98.378,40.824,Mormon Island  State Rec Area,SRA,all year,nan,38,1883.0,E ND 45ft DW NS RS PA,NE,7.3,S,Grand Island
2459,-99.998,40.866,Muny Park,CP,all year,swim,30,2494.0,WE DP FT DW L$,NE,0.9,NW,Cozad
2464,-97.776,41.751,Newman Grove City Park,CP,early apr-late 0ct,nan,10,1703.0,WES DP FT DW L$,NE,0.1,N,Newman Grove
2466,-101.706,41.254,No Name Bay - Lake McConaughy,SRA,all year,nan,nan,3280.0,NH ND NS RS,NE,8.7,N,Ogallala
2467,-98.451,41.266,North Loup  State Rec Area,SRA,nan,nan,nan,1772.0,NH ND NS NR,NE,3.6,N,St. Paul
2468,-99.21,40.073,North Outlet - Harlan County Lake,COE,nan,nan,nan,1925.0,NH ND NS NR,NE,1.9,S,Republican City
2469,-101.787,41.263,North Shore - Lake McConaughy,SRA,all year,nan,nan,3278.0,NH ND NS RS,NE,10.0,N,Ogallala
2470,-99.27,41.865,Nunda Shoal - Calamus State Rec Area,SRA,nan,nan,nan,2247.0,E DP DW SH RS,NE,9.1,NW,Burwell
2474,-101.726,41.204,Ogallala Beach - Lake McConaughy,SRA,all year,nan,nan,3273.0,NH ND NS RS,NE,5.3,N,Ogallala
2475,-97.453,40.411,Ohiowa RV Park,CP,early apr-late oct,nan,9,1588.0,WE FT DW L$,NE,0.2,S,Ohiowa
2477,-103.824,41.231,Oliver Reservoir  State Rec Area,SRA,nan,pump disabled - no water,175,4818.0,NH ND VT NW NS NR L$,NE,8.4,W,Kimball
2478,-101.986,41.301,Omaha Beach - Lake McConaughy,SRA,all year,nan,nan,3278.0,NH ND NS RS,NE,18.2,NW,Ogallala
2479,-98.245,42.335,Orchard City Park,CP,nan,nan,nan,1942.0,E DP N$,NE,0.1,W,Orchard
2480,-99.453,40.134,Orleans City RV Park,CP,all year,swim,8,2039.0,WES DP DW,NE,0.2,NE,Orleans
2481,-97.547,41.183,Osceola City Park,CP,nan,nan,6,1627.0,E DW,NE,0.3,NE,Osceola
2482,-101.924,41.297,Otter Creek - Lake McConaughy State Rec Area,SRA,all year,nan,325,3278.0,NH ND NS RS,NE,15.8,NW,Ogallala
2486,-98.083,41.856,Petersburg City Park,CP,all year,nan,18,1891.0,WES DP FT DW,NE,0.3,NW,Petersburg
2487,-98.532,41.758,Pibel Lake  State Rec Area,SRA,nan,nan,30,2007.0,NH ND VT DW NS NR L$,NE,8.8,S,Bartlett
2491,-99.704,41.183,Pressey State Wildlife Area,SFW,nan,dispersed,nan,2431.0,NH ND NW NS NR,NE,13.6,SE,Callaway
2492,-98.889,41.022,Ravenna Lake  State Rec Area,SRA,nan,nan,nan,1984.0,NR,NE,1.3,E,Ravenna
2493,-103.004,42.696,Red Cloud,NF,nan,nan,14,3898.0,NH ND NS NR L$,NE,9.2,S,Chadron
2494,-100.678,40.354,Red Willow Reservoir  State Rec Area,SRA,nan,nan,200,2611.0,E DP VT DW SH NR L$,NE,11.2,N,McCook
2495,-99.134,41.789,Riverside City Park - Burwell,CP,nan,nan,nan,2145.0,E DP SH,NE,0.5,N,Burwell
2498,-98.026,42.124,Riverside Park - Neligh,CP,nan,nan,nan,1724.0,E DP DW SH,NE,0.4,SE,Neligh
2499,-103.682,41.854,Riverside Park - Terrytown,CP,nan,nan,45,3877.0,E DP DW SH L$,NE,3.7,NW,Scotts Bluff
2501,-103.677,41.813,Robidoux RV Park,CP,nan,nan,40,3993.0,WES DP DW SH L$,NE,3.8,S,Scottsbluf
2504,-101.779,41.262,Sandy Beach - Lake McConaughy,SRA,all year,nan,nan,3286.0,NH ND NS RS,NE,9.7,N,Ogallala
2505,-99.373,40.669,Sandy Channel  State Rec Area,SRA,nan,nan,30,2244.0,NH ND NS NR,NE,3.4,S,Elm Creek
2506,-103.821,41.978,Scenic Knolls City Golf Course and Campground,CP,early mar-late sep,nan,6,4063.0,E DW,NE,2.5,N,Mitchell
2509,-98.901,41.285,Sherman Reservoir  State Rec Area,SRA,nan,nan,360,2197.0,NH DP DW SH NR L$,NE,3.5,E,Loup City
2510,-97.663,41.314,Silver Creek City Park,CP,nan,swim,nan,1545.0,E ND NS,NE,0.2,SE,Silver Creek
2511,-100.312,42.893,Smith Falls State Park,SP,nan,tent only,nan,2324.0,NH ND DW SH RS L$,NE,12.2,E,Valentine
2512,-102.453,42.411,Smith Lake State Wildlife Area,SP,nan,dispersed,nan,3798.0,NH ND NW NS NR,NE,21.1,S,Rushville
2513,-103.564,42.697,Soldier Creek,NF,nan,nan,28,4116.0,NH ND NS NR,NE,8.1,W,Crawford
2514,-99.207,40.067,South Outlet - Harlan County Lake,COE,nan,nan,60,1880.0,NH ND NS NR,NE,2.4,S,Republican City
2515,-98.953,40.092,South Park Municipal Campground,CP,all year,nan,6,1844.0,WES DP FT DW L$,NE,0.3,S,Franklin
2516,-98.361,41.685,Spalding City Park,CP,all year,nan,14,1882.0,E DP FT DW NS N$,NE,0.3,S,Spalding
2517,-98.37,41.682,Spalding Dam Site,CP,all year,nan,19,1870.0,WES ND PT DW NS L$,NE,0.6,SW,Spalding
2518,-101.874,41.289,Spring Park - Lake McConaughy,SRA,all year,nan,nan,3294.0,NH ND NS RS,NE,13.7,NW,Ogallala
